ForagingGround,Species,CCL_cm,CCW_cm,Weight_Kg,CalendarWeek
Ocean,Species_6,34.0,32.0,4.24,30
Creek,Species_5,42.0,39.4,9.23,3
Creek,Species_5,48.3,43.2,12.459999999999999,29
Creek,Species_6,31.0,28.3,4.5,6
Creek,Species_5,41.83,37.57,7.76,28
Creek,Species_6,35.3,33.6,5.0,5
Creek,Species_5,47.2,41.7,12.5,49
Creek,Species_6,39.9,38.35,8.16,23
Ocean,Species_6,33.3,28.7,4.0,21
Creek,Species_6,42.5,37.5,8.198,37
Creek,Species_6,36.4,34.3,5.75,39
Ocean,Species_5,39.87,38.13,7.69,40
Creek,Species_5,47.2,46.4,13.628,39
Ocean,Species_5,46.7,47.1,12.968,39
Creek,Species_6,31.1,26.73,4.07,24
Creek,Species_6,41.2,38.9,9.1,21
Creek,Species_6,29.6,26.0,2.63,12
Creek,Species_5,46.0,41.0,11.5,37
Creek,Species_5,38.1,37.7,5.38,43
Creek,Species_6,29.3,27.5,2.7,19
Creek,Species_5,34.5,32.4,5.07,9
Creek,Species_5,43.8,41.7,10.4,1
Creek,Species_5,42.6,39.6,9.25,39
Creek,Species_5,45.3,41.3,18.5,49
Ocean,Species_6,33.0,31.2,4.18,19
Creek,Species_6,39.97,36.67,7.8,45
Creek,Species_5,47.1,43.7,11.1,22
Creek,Species_6,41.2,39.0,8.0,39
Creek,Species_5,43.0,42.1,8.6,33
Ocean,Species_6,33.9,30.7,5.0,35
Creek,Species_5,42.1,41.3,9.324,13
Creek,Species_5,41.4,38.8,8.0,4
Creek,Species_5,39.3,38.0,8.0,38
Ocean,Species_5,39.0,37.5,8.18,45
Creek,Species_5,41.0,38.3,8.5,49
Ocean,Species_6,27.5,25.5,2.77,16
Ocean,Species_5,42.3,41.3,9.614,37
Creek,Species_5,40.3,38.6,7.7,5
Creek,Species_5,45.1,42.0,11.508000000000001,8
Ocean,Species_5,35.5,35.3,5.0,46
Creek,Species_5,44.0,41.5,11.5,49
Creek,Species_5,40.0,41.43,8.32,4
Ocean,Species_6,37.5,33.5,6.1819999999999995,11
Creek,Species_5,55.2,50.9,19.758,0
Ocean,Species_5,46.1,44.5,12.309999999999999,41
Ocean,Species_5,35.3,33.4,5.182,35
Creek,Species_5,36.2,36.7,6.098000000000001,39
Creek,Species_6,40.93,39.0,7.3,43
Creek,Species_5,42.0,39.2,8.4,0
Creek,Species_5,47.9,44.3,12.882,33
Ocean,Species_6,39.9,38.7,8.196000000000002,6
Creek,Species_6,34.8,33.1,4.97,42
Creek,Species_5,57.0,53.1,21.0,13
Ocean,Species_6,36.2,33.7,5.3,2
Ocean,Species_5,46.8,45.5,11.85,43
Creek,Species_5,46.5,41.8,12.34,35
Ocean,Species_5,40.6,38.4,7.84,0
Creek,Species_5,57.6,51.0,21.868,12
Ocean,Species_5,39.1,38.2,6.88,41
Creek,Species_5,43.8,40.8,9.5,43
Creek,Species_5,44.8,41.9,10.36,48
Ocean,Species_6,39.4,34.3,6.39,23
Creek,Species_5,43.3,40.4,9.516,15
Creek,Species_6,20.1,17.8,1.12,12
Creek,Species_5,42.1,38.5,8.5,22
Creek,Species_6,34.0,33.3,5.0,43
Ocean,Species_5,36.7,35.6,5.91,44
Creek,Species_5,42.4,41.3,9.16,31
Creek,Species_5,46.9,46.0,13.068000000000001,16
Creek,Species_5,43.0,40.6,9.81,47
Ocean,Species_5,57.5,51.2,21.583999999999996,49
Ocean,Species_5,42.2,42.0,9.15,43
Creek,Species_5,53.3,47.7,16.276,48
Creek,Species_5,42.5,41.8,9.0,50
Creek,Species_6,32.7,31.3,4.022,21
Creek,Species_6,34.3,30.6,4.39,26
Creek,Species_5,52.0,50.0,15.962,42
Creek,Species_6,37.8,35.5,6.12,33
Creek,Species_6,55.4,48.0,16.3,40
Ocean,Species_5,37.7,36.4,5.75,44
Creek,Species_5,37.7,38.0,7.388,47
Ocean,Species_6,50.17,44.2,15.07,24
Ocean,Species_6,48.3,44.9,14.0,46
Creek,Species_5,41.7,40.2,8.527999999999999,38
Creek,Species_6,41.2,38.2,8.68,16
Creek,Species_6,36.0,32.8,5.2,50
Creek,Species_5,66.9,59.8,32.954,26
Creek,Species_5,52.7,49.3,17.924,44
Creek,Species_6,36.9,34.0,5.94,23
Creek,Species_5,42.1,40.0,9.3,38
Ocean,Species_6,35.4,33.1,4.4,46
Creek,Species_6,51.07,48.5,14.4,47
Ocean,Species_5,39.2,38.9,7.79,33
Ocean,Species_6,33.3,31.6,3.95,2
Creek,Species_5,60.95,55.45,28.0,50
Ocean,Species_6,30.3,28.6,7.5,27
Creek,Species_5,46.1,44.6,12.0,43
Ocean,Species_5,52.5,44.9,17.0,37
Ocean,Species_6,30.1,28.6,2.97,40
Ocean,Species_5,72.5,68.5,43.513999999999996,40
Ocean,Species_4,82.1,78.0,73.4,52
Creek,Species_5,40.6,38.8,8.062000000000001,19
Creek,Species_5,64.9,58.0,32.0,8
Creek,Species_6,39.0,35.9,8.0,10
Creek,Species_5,47.6,43.9,11.2,42
Ocean,Species_5,80.4,74.6,68.142,50
Creek,Species_5,67.5,63.5,37.752,17
Creek,Species_5,67.6,60.0,34.958000000000006,46
Creek,Species_5,49.4,42.7,13.66,8
Creek,Species_5,40.5,41.57,8.9,24
Creek,Species_5,46.3,46.1,12.886,7
Ocean,Species_6,43.0,40.6,9.14,42
Ocean,Species_5,44.7,44.47,9.77,44
Ocean,Species_6,35.5,33.2,5.59,16
Creek,Species_5,45.8,42.5,11.5,27
Ocean,Species_6,32.4,30.4,4.47,16
Creek,Species_5,46.4,43.3,13.0,44
Creek,Species_5,96.0,85.4,101.34,37
Ocean,Species_6,34.6,32.0,4.59,33
Ocean,Species_6,28.0,24.7,2.02,2
Creek,Species_5,43.7,40.8,8.916,49
Ocean,Species_6,44.6,40.2,10.68,13
Ocean,Species_6,34.2,32.6,4.636,52
Creek,Species_5,45.2,41.0,15.5,47
Creek,Species_5,55.6,51.5,20.624000000000002,7
Creek,Species_6,36.9,33.7,5.46,11
Ocean,Species_6,43.5,39.5,9.6,49
Creek,Species_5,42.7,41.9,8.904,46
Creek,Species_5,45.2,42.6,11.302,1
Ocean,Species_5,39.5,37.0,7.858,39
Ocean,Species_5,33.8,32.3,4.56,39
Creek,Species_5,56.6,50.7,20.0,21
Ocean,Species_5,34.4,31.5,6.0,18
Ocean,Species_6,33.5,29.5,5.5,4
Creek,Species_5,46.0,42.7,11.388,32
Ocean,Species_6,28.4,28.3,2.87,28
Ocean,Species_6,35.6,35.8,5.758,20
Ocean,Species_6,34.0,30.9,4.9,51
Creek,Species_5,57.1,50.1,20.5,4
Creek,Species_5,36.87,36.7,5.85,3
Creek,Species_5,41.6,38.8,7.55,46
Creek,Species_5,45.67,43.47,9.5,9
Ocean,Species_6,53.4,46.0,17.5,1
Creek,Species_6,53.5,46.9,14.91,8
Ocean,Species_5,50.5,33.4,14.51,33
Ocean,Species_6,38.87,36.6,6.71,27
Ocean,Species_6,47.1,44.0,14.5,9
Creek,Species_6,34.2,32.5,4.5,41
Ocean,Species_6,38.0,34.5,5.74,16
Creek,Species_5,49.9,43.8,15.12,26
Creek,Species_5,34.9,35.0,5.5200000000000005,11
Ocean,Species_5,40.1,39.8,8.658,46
Ocean,Species_6,49.7,44.5,14.5,45
Creek,Species_5,41.0,40.0,8.3,0
Creek,Species_5,54.2,53.0,21.0,23
Creek,Species_5,40.6,40.0,8.98,6
Creek,Species_5,40.9,38.8,8.328,12
Creek,Species_5,56.5,50.2,20.913999999999998,16
Ocean,Species_6,29.2,28.1,2.9839999999999995,16
Creek,Species_5,49.23,42.17,8.77,31
Creek,Species_6,42.3,38.5,10.5,3
Ocean,Species_5,37.2,35.4,6.18,16
Ocean,Species_6,29.9,28.1,3.14,30
Creek,Species_5,70.6,66.0,40.5,42
Ocean,Species_5,33.0,31.6,4.536,45
Creek,Species_5,41.5,39.5,8.624,46
Creek,Species_5,66.9,60.7,32.372,47
Creek,Species_5,41.2,38.9,8.658000000000001,48
Creek,Species_6,37.3,34.2,5.71,7
Creek,Species_5,45.1,40.8,9.532,3
Ocean,Species_5,34.7,32.9,4.8,47
Ocean,Species_6,38.6,35.3,3.5,23
Creek,Species_5,46.47,43.4,11.92,9
Creek,Species_5,64.5,59.8,28.0,8
Ocean,Species_6,30.5,27.8,2.9,40
Creek,Species_6,28.1,27.2,3.08,44
Creek,Species_5,54.2,51.8,19.544000000000004,17
Creek,Species_5,38.0,36.1,6.74,38
Creek,Species_5,55.0,48.5,17.112000000000002,13
Creek,Species_5,39.7,38.9,7.9159999999999995,15
Creek,Species_5,40.0,38.0,7.35,14
Creek,Species_5,45.4,44.3,10.9,30
Creek,Species_6,38.5,34.8,6.67,14
Creek,Species_5,4.5,4.3,0.1,28
Creek,Species_5,47.3,44.4,12.616,19
Creek,Species_5,37.9,35.5,6.188000000000001,43
Creek,Species_5,36.4,33.4,5.25,41
Ocean,Species_6,36.7,33.2,5.3,46
Ocean,Species_6,9.4,8.7,0.11,23
Creek,Species_6,40.0,37.8,8.2,29
Ocean,Species_6,35.0,31.57,4.9,39
Creek,Species_5,41.5,39.8,8.898,44
Creek,Species_6,41.0,37.5,7.5,19
Ocean,Species_6,33.13,32.1,3.98,41
Ocean,Species_6,55.0,47.5,16.2,3
Creek,Species_5,55.7,49.9,20.31,46
Ocean,Species_5,45.1,41.4,10.65,23
Creek,Species_6,30.0,31.4,3.6,36
Creek,Species_5,43.7,43.8,8.65,6
Ocean,Species_6,39.1,37.0,7.5,42
Ocean,Species_5,48.2,46.1,13.294,19
Ocean,Species_5,39.6,37.5,8.116000000000001,21
Creek,Species_5,44.0,41.3,10.498,35
Ocean,Species_6,33.9,31.9,4.74,2
Creek,Species_6,37.8,32.5,6.5,31
Creek,Species_5,43.2,39.9,9.5,40
Creek,Species_5,47.0,45.2,13.72,41
Creek,Species_6,33.6,31.2,4.25,1
Ocean,Species_6,36.3,34.0,6.11,35
Ocean,Species_5,49.7,46.3,14.0,10
Ocean,Species_5,55.6,52.1,21.086000000000002,37
Ocean,Species_5,68.8,61.7,36.495999999999995,34
Creek,Species_6,39.8,37.0,9.5,14
Creek,Species_6,38.1,35.23,6.2,26
Ocean,Species_6,32.73,29.47,3.65,28
Ocean,Species_6,55.0,48.0,18.5,30
Ocean,Species_5,40.8,40.4,8.7,22
Creek,Species_5,72.5,63.6,41.66,51
Ocean,Species_6,29.6,26.1,3.69,16
Creek,Species_5,40.8,39.6,8.5,8
Ocean,Species_6,24.3,21.5,1.3,19
Creek,Species_6,43.63,40.57,9.27,27
Creek,Species_6,30.7,29.1,3.5,36
Creek,Species_5,59.6,55.3,25.804000000000002,3
Ocean,Species_6,33.3,30.9,4.5,37
Creek,Species_5,40.9,40.5,8.518,4
Ocean,Species_6,37.5,33.6,7.9,12
Creek,Species_5,48.4,45.7,14.0,41
Ocean,Species_6,30.7,29.1,5.5,21
Ocean,Species_6,37.0,34.0,5.39,47
Creek,Species_5,36.8,34.5,7.5,5
Ocean,Species_5,53.6,50.6,16.490000000000002,24
Creek,Species_6,37.7,35.1,7.5,3
Creek,Species_5,55.7,51.5,20.96,13
Creek,Species_6,36.4,32.0,5.22,22
Creek,Species_5,51.1,38.6,11.008,6
Creek,Species_5,40.0,36.4,7.08,37
Ocean,Species_6,33.6,31.8,5.0,0
Creek,Species_6,45.6,41.6,11.56,13
Creek,Species_5,64.0,56.3,26.18,31
Creek,Species_5,52.1,48.2,16.0,0
Creek,Species_5,49.2,46.5,13.752,1
Ocean,Species_5,25.5,24.7,2.336,21
Ocean,Species_5,51.3,47.1,16.5,2
Ocean,Species_5,51.0,46.5,18.5,4
Creek,Species_6,31.1,28.1,3.63,15
Ocean,Species_5,5.1,4.4,0.10000000000000002,23
Creek,Species_5,46.6,44.7,13.5,20
Ocean,Species_6,40.1,37.2,6.5,9
Ocean,Species_6,37.8,37.4,9.5,9
Creek,Species_5,50.5,50.1,22.9,49
Ocean,Species_6,32.26,30.7,4.37,35
Creek,Species_5,50.0,47.7,15.419999999999998,35
Ocean,Species_6,32.15,30.9,3.95,48
Creek,Species_5,41.0,38.0,7.5,41
Ocean,Species_6,32.4,30.33,3.65,30
Ocean,Species_5,40.1,38.5,6.959999999999999,43
Creek,Species_5,43.3,39.4,9.086,6
Ocean,Species_5,39.3,40.0,6.5,5
Creek,Species_5,41.8,40.0,8.4,47
Creek,Species_5,37.6,36.2,6.142,48
Creek,Species_5,44.7,42.1,11.334,5
Ocean,Species_6,31.8,30.2,3.9,2
Ocean,Species_6,31.23,29.47,3.61,7
Creek,Species_6,44.4,39.5,10.266,0
Creek,Species_5,65.0,59.5,31.674,10
Ocean,Species_5,37.0,39.2,6.0,22
Ocean,Species_5,53.4,48.3,15.5,4
Creek,Species_5,44.1,40.7,12.0,21
Creek,Species_5,44.0,42.7,10.45,45
Ocean,Species_6,33.1,30.6,4.61,32
Creek,Species_6,36.7,35.2,5.65,14
Creek,Species_5,38.8,39.3,6.74,42
Ocean,Species_6,30.3,27.1,3.9,44
Creek,Species_6,63.2,59.33,29.8,3
Creek,Species_5,42.2,40.5,8.5,43
Ocean,Species_5,43.0,40.1,9.352,48
Creek,Species_5,42.6,42.7,9.278,21
Creek,Species_5,33.2,32.7,4.16,45
Ocean,Species_5,56.2,51.3,21.85,11
Ocean,Species_6,34.8,31.7,4.5,39
Creek,Species_6,32.1,30.5,4.5,40
Creek,Species_5,73.8,65.8,44.84,6
Ocean,Species_5,38.4,35.2,6.0,6
Ocean,Species_6,31.0,28.5,3.5,17
Creek,Species_5,45.5,42.8,11.053999999999998,33
Creek,Species_5,49.5,46.2,18.0,33
Creek,Species_5,69.7,61.7,39.67,25
Creek,Species_5,45.0,42.2,9.96,49
Ocean,Species_5,47.0,44.1,13.314000000000002,15
Creek,Species_6,37.5,35.1,5.8,19
Creek,Species_6,33.2,31.8,4.37,43
Creek,Species_5,39.68,37.38,7.57,10
Creek,Species_6,32.1,31.7,4.31,33
Creek,Species_5,41.3,36.9,9.5,10
Creek,Species_5,46.6,43.1,11.674000000000001,41
Creek,Species_5,36.8,35.4,5.12,38
Creek,Species_5,38.7,35.4,6.68,49
Creek,Species_5,68.6,64.5,36.292,48
Creek,Species_5,42.3,39.2,10.0,38
Creek,Species_5,42.5,40.4,7.8,7
Creek,Species_5,42.5,43.6,9.32,37
Ocean,Species_5,58.6,53.2,24.0,25
Ocean,Species_6,35.2,33.2,5.5,37
Ocean,Species_6,34.0,32.2,4.608,36
Ocean,Species_6,44.4,42.8,9.5,1
Creek,Species_5,42.0,38.9,8.854000000000001,25
Creek,Species_6,35.7,32.9,4.48,22
Creek,Species_5,46.5,43.0,12.84,48
Ocean,Species_6,33.4,30.4,4.63,21
Creek,Species_5,38.7,36.5,8.0,20
Creek,Species_5,42.6,39.9,8.792,16
Ocean,Species_6,32.9,30.5,4.5,39
Ocean,Species_6,49.2,44.7,13.6,41
Creek,Species_5,56.1,51.3,20.5,13
Creek,Species_5,45.5,42.6,10.938,49
Creek,Species_5,39.8,39.03,8.8,40
Creek,Species_5,58.0,52.0,22.68,7
Ocean,Species_5,40.9,37.0,8.0,43
Creek,Species_5,45.0,41.3,11.5,14
Creek,Species_5,42.8,40.9,10.5,25
Ocean,Species_6,38.5,37.3,8.71,34
Creek,Species_6,36.5,33.9,5.4,15
Ocean,Species_5,32.9,31.6,4.76,15
Creek,Species_5,47.0,43.0,16.5,10
Creek,Species_6,36.4,33.8,5.5,34
Creek,Species_5,63.9,58.4,28.951999999999998,38
Ocean,Species_6,36.7,34.2,6.004,19
Ocean,Species_6,31.3,28.73,3.53,33
Creek,Species_5,60.4,55.0,25.052,7
Creek,Species_6,42.73,38.0,8.78,47
Creek,Species_5,46.5,42.0,11.5,1
Ocean,Species_5,28.6,26.9,3.5,21
Creek,Species_5,42.6,39.2,9.81,36
Ocean,Species_5,39.1,37.6,7.89,36
Creek,Species_5,47.3,46.1,13.35,39
Creek,Species_5,55.2,47.8,19.0,6
Creek,Species_5,40.4,38.93,8.14,49
Creek,Species_6,37.43,34.03,5.12,11
Ocean,Species_6,34.0,30.2,4.4,8
Ocean,Species_6,34.0,32.5,4.4,7
Creek,Species_5,49.5,44.2,15.0,33
Creek,Species_5,49.5,45.7,15.1,38
Creek,Species_5,41.0,40.0,9.2,43
Creek,Species_5,59.6,53.5,22.98,37
Creek,Species_6,32.2,28.73,3.5,24
Creek,Species_5,35.0,35.0,5.52,6
Creek,Species_6,31.4,29.5,3.5,1
Creek,Species_5,43.5,43.5,10.02,44
Creek,Species_5,40.8,38.8,8.0,23
Ocean,Species_6,52.3,46.3,16.438,18
Ocean,Species_5,65.5,60.2,34.1,11
Creek,Species_5,50.6,47.9,15.809999999999999,22
Ocean,Species_6,26.4,26.1,1.86,40
Ocean,Species_6,36.2,33.0,5.6,45
Ocean,Species_5,38.1,36.2,6.21,46
Creek,Species_6,25.57,24.87,2.85,7
Creek,Species_5,35.2,33.5,4.776000000000001,19
Creek,Species_5,45.1,42.9,10.55,11
Creek,Species_6,37.8,33.3,5.5,12
Creek,Species_5,39.5,38.2,7.0,29
Ocean,Species_6,34.3,31.7,5.62,10
Ocean,Species_6,64.6,58.5,32.88,18
Creek,Species_5,47.5,44.1,11.776,1
Ocean,Species_5,34.1,31.4,7.5,18
Creek,Species_5,37.7,35.4,7.5,43
Creek,Species_5,45.1,43.13,11.25,49
Creek,Species_5,67.0,61.0,33.572,5
Creek,Species_5,49.5,46.9,14.24,2
Ocean,Species_6,34.7,32.6,4.71,14
Creek,Species_5,49.3,47.0,19.298,9
Creek,Species_5,40.3,38.4,7.998,3
Creek,Species_6,42.77,41.75,10.38,4
Creek,Species_6,44.5,42.0,12.3,23
Ocean,Species_5,35.2,32.4,5.5,47
Ocean,Species_5,43.1,42.0,9.782,40
Creek,Species_6,42.4,38.9,7.1,21
Creek,Species_5,42.0,38.6,9.78,24
Creek,Species_6,34.2,32.9,5.0,36
Creek,Species_5,61.4,55.0,27.5,25
Creek,Species_5,45.5,44.9,11.687999999999999,32
Ocean,Species_6,46.0,42.2,11.5,32
Creek,Species_5,46.0,43.7,11.906,8
Ocean,Species_6,30.4,29.6,3.4,46
Creek,Species_6,48.6,43.3,13.52,19
Creek,Species_6,33.6,30.8,4.9,14
Creek,Species_6,34.8,33.8,5.5,9
Creek,Species_5,37.0,35.9,10.5,49
Ocean,Species_5,38.8,38.0,6.8,19
Ocean,Species_6,34.6,31.4,5.22,12
Ocean,Species_6,46.2,41.6,11.0,20
Ocean,Species_5,58.8,53.0,24.5,23
Creek,Species_5,49.8,44.3,13.894,1
Ocean,Species_6,42.5,38.7,8.552000000000001,20
Creek,Species_5,63.5,61.3,30.17,46
Creek,Species_5,60.2,56.2,24.895999999999997,9
Creek,Species_5,51.2,48.3,15.86,50
Creek,Species_6,61.2,52.7,22.94,44
Ocean,Species_5,49.6,45.3,14.5,42
Creek,Species_5,36.5,35.2,6.0,18
Ocean,Species_6,34.83,32.9,5.01,2
Ocean,Species_5,38.1,38.2,5.766,3
Ocean,Species_6,28.0,26.3,2.34,31
Creek,Species_6,45.8,41.8,11.25,23
Ocean,Species_5,41.1,37.7,8.146,41
Ocean,Species_6,41.1,36.9,8.5,8
Creek,Species_5,66.0,62.6,26.0,26
Ocean,Species_6,37.1,34.0,6.07,12
Ocean,Species_6,38.0,37.0,6.4,6
Ocean,Species_5,39.9,38.3,6.85,35
Creek,Species_5,75.0,69.5,51.14,10
Ocean,Species_5,54.8,46.7,18.0,4
Creek,Species_5,41.7,42.4,9.096,35
Creek,Species_5,46.9,43.8,11.725999999999999,1
Ocean,Species_5,35.6,33.3,4.77,43
Creek,Species_5,36.5,36.0,6.14,8
Creek,Species_5,40.7,40.6,8.8,28
Creek,Species_5,46.1,41.7,12.89,35
Ocean,Species_6,27.5,25.6,1.7,33
Ocean,Species_5,51.9,49.0,17.1,44
Ocean,Species_6,37.0,35.0,5.62,40
Ocean,Species_6,30.5,28.5,2.9,41
Creek,Species_6,7.3,6.9,0.1,15
Ocean,Species_6,32.7,29.5,4.23,38
Ocean,Species_6,32.6,30.2,5.0,45
Creek,Species_5,45.0,45.9,11.196000000000002,38
Creek,Species_5,39.3,37.3,6.8,11
Ocean,Species_6,33.6,31.3,4.2,47
Creek,Species_5,63.7,56.4,25.584,31
Creek,Species_6,28.9,27.7,2.4,35
Ocean,Species_6,52.7,50.6,17.8,50
Creek,Species_5,49.3,44.7,13.99,44
Creek,Species_5,56.4,50.7,19.778,8
Creek,Species_6,36.3,32.2,5.344,45
Ocean,Species_6,34.7,33.0,5.7,22
Creek,Species_5,45.4,43.5,11.72,15
Creek,Species_6,4.5,4.2,0.10000000000000002,15
Creek,Species_6,32.5,29.0,3.586,40
Ocean,Species_6,37.13,33.43,5.26,45
Ocean,Species_6,37.8,35.4,5.8,35
Ocean,Species_5,36.9,35.5,6.32,40
Creek,Species_5,39.9,39.4,7.784000000000001,41
Ocean,Species_5,85.0,78.8,75.13,19
Creek,Species_5,51.0,47.2,16.306,12
Ocean,Species_6,31.6,30.1,3.72,33
Creek,Species_6,37.13,33.5,5.8,43
Creek,Species_6,27.3,26.1,2.15,0
Creek,Species_5,42.0,40.4,8.5,6
Ocean,Species_6,33.0,30.9,4.114,15
Creek,Species_5,41.7,39.4,8.506,22
Ocean,Species_6,34.9,32.0,4.5,24
Creek,Species_5,34.7,31.8,5.0,5
Creek,Species_6,58.9,52.1,20.9,1
Creek,Species_5,67.5,60.6,37.5,40
Ocean,Species_5,45.5,45.0,12.5,8
Creek,Species_6,37.3,35.2,6.46,3
Creek,Species_5,38.1,35.56,6.0280000000000005,45
Creek,Species_5,56.5,52.2,22.0,30
Ocean,Species_5,37.5,36.0,5.94,42
Creek,Species_5,40.1,40.0,8.42,44
Creek,Species_6,43.2,38.35,7.89,32
Creek,Species_6,36.8,36.0,7.01,11
Ocean,Species_5,38.7,38.1,7.314,37
Ocean,Species_5,28.5,27.5,2.05,12
Creek,Species_6,39.7,38.3,7.942,22
Creek,Species_6,36.4,33.5,6.65,11
Creek,Species_5,38.5,35.9,6.0,29
Creek,Species_5,51.2,46.2,15.62,9
Ocean,Species_6,42.5,38.5,8.85,7
Ocean,Species_6,31.2,29.5,2.65,43
Creek,Species_5,43.47,40.43,10.38,45
Creek,Species_5,78.5,73.2,58.58,46
Creek,Species_5,40.4,38.4,7.956,43
Creek,Species_6,30.7,28.26,3.1,27
Creek,Species_5,44.5,42.5,8.5,2
Ocean,Species_6,44.0,40.6,10.48,40
Creek,Species_5,46.7,45.8,13.844,43
Creek,Species_5,54.2,47.7,18.354000000000003,48
Creek,Species_5,41.2,38.6,8.324000000000002,1
Creek,Species_5,53.0,47.5,18.5,15
Ocean,Species_6,42.5,37.8,9.5,2
Ocean,Species_5,37.6,36.8,5.4,35
Ocean,Species_5,60.0,55.9,19.88,20
Creek,Species_5,43.6,41.3,10.27,38
Creek,Species_5,64.4,57.7,32.4,44
Ocean,Species_5,48.2,44.1,13.5,24
Creek,Species_5,52.7,51.0,17.619999999999997,12
Creek,Species_5,45.0,40.3,10.21,5
Creek,Species_5,42.2,39.9,8.97,6
Ocean,Species_6,27.8,26.2,2.504,27
Creek,Species_6,37.7,34.6,6.0,19
Ocean,Species_5,34.1,33.8,4.81,40
Creek,Species_5,39.5,36.6,7.12,2
Creek,Species_5,39.8,37.5,7.51,31
Ocean,Species_6,36.9,33.4,6.0,4
Creek,Species_6,39.6,34.9,7.0,34
Ocean,Species_5,67.3,53.0,34.56,45
Creek,Species_5,38.7,36.4,6.828,6
Ocean,Species_5,41.2,39.8,8.59,30
Creek,Species_5,51.5,44.7,15.315999999999999,12
Creek,Species_5,39.7,39.7,8.580000000000002,36
Creek,Species_6,39.3,29.2,4.31,21
Creek,Species_6,33.2,30.4,4.5,25
Creek,Species_5,51.3,47.5,16.032,50
Ocean,Species_5,44.9,44.2,10.0,43
Ocean,Species_5,43.8,42.0,9.748000000000001,15
Creek,Species_5,45.1,41.0,9.5,44
Creek,Species_5,4.6,3.6,0.1,28
Creek,Species_5,48.4,44.3,12.5,31
Creek,Species_5,42.3,39.7,9.72,51
Creek,Species_5,31.5,30.1,4.05,18
Creek,Species_5,54.0,50.4,23.0,1
Creek,Species_6,38.5,35.8,5.98,41
Ocean,Species_5,37.3,37.6,7.5,49
Ocean,Species_6,36.2,32.8,5.608,47
Creek,Species_5,49.7,43.2,15.7,3
Ocean,Species_6,83.0,74.9,60.8,29
Ocean,Species_5,54.6,49.5,18.906,34
Creek,Species_6,37.6,32.3,6.5,28
Ocean,Species_5,41.8,41.3,10.4,15
Creek,Species_6,54.2,49.2,17.6,28
Creek,Species_6,30.1,30.5,4.84,34
Ocean,Species_5,48.4,46.5,13.074000000000002,8
Ocean,Species_6,30.5,28.4,2.93,18
Ocean,Species_5,45.5,41.0,12.91,50
Ocean,Species_5,38.1,35.8,6.1,44
Ocean,Species_5,38.2,37.0,6.5,5
Creek,Species_5,44.6,42.3,10.85,22
Creek,Species_5,37.5,34.6,6.5,14
Creek,Species_6,39.7,36.0,8.5,51
Creek,Species_5,31.0,29.9,3.41,43
Ocean,Species_5,42.6,41.8,8.494,41
Ocean,Species_6,44.6,41.0,9.48,38
Ocean,Species_6,34.3,32.3,4.4,7
Ocean,Species_6,35.2,31.1,4.8,38
Creek,Species_5,46.6,46.6,12.648,0
Ocean,Species_6,37.2,34.6,5.0,27
Creek,Species_6,31.8,24.6,4.3,18
Ocean,Species_5,41.2,40.9,8.2,22
Creek,Species_5,51.7,46.5,17.5,48
Ocean,Species_5,65.4,58.2,32.2,11
Ocean,Species_6,47.7,41.0,10.65,36
Creek,Species_5,50.3,47.1,16.92,47
Creek,Species_5,70.0,63.1,42.2,0
Creek,Species_5,39.1,38.5,6.828,50
Creek,Species_6,33.4,32.4,4.35,16
Creek,Species_5,54.4,48.9,19.674,8
Creek,Species_5,38.8,36.4,6.766,8
Creek,Species_5,41.3,40.1,8.5,41
Creek,Species_5,46.1,41.8,11.808,36
Ocean,Species_6,32.4,28.45,4.18,43
Creek,Species_5,41.6,40.8,8.5,9
Creek,Species_6,30.8,27.2,3.0,22
Ocean,Species_6,33.9,33.4,5.5,37
Creek,Species_6,35.67,33.2,4.77,44
Creek,Species_6,38.5,34.5,6.45,24
Creek,Species_6,34.5,31.6,3.9,47
Creek,Species_6,33.9,30.4,4.7,4
Creek,Species_6,32.16,27.3,3.22,31
Creek,Species_5,41.5,38.0,8.97,7
Ocean,Species_6,39.5,37.9,7.232000000000001,11
Creek,Species_6,43.8,40.3,10.16,10
Ocean,Species_5,34.8,33.5,4.9,37
Creek,Species_6,30.57,28.77,3.11,24
Creek,Species_5,53.2,50.8,16.648,44
Creek,Species_5,49.1,44.5,14.057999999999998,27
Ocean,Species_6,66.6,58.8,32.308,33
Ocean,Species_5,40.1,39.5,8.0,42
Creek,Species_5,43.1,41.2,10.1,21
Ocean,Species_5,46.2,44.4,11.32,50
Creek,Species_5,36.1,35.0,5.8,6
Creek,Species_6,41.6,36.6,9.05,50
Creek,Species_6,37.8,33.7,5.6579999999999995,48
Creek,Species_5,56.0,54.5,22.332,28
Ocean,Species_5,44.1,43.9,10.0,50
Ocean,Species_5,44.3,41.1,10.74,35
Creek,Species_5,67.6,62.5,37.620000000000005,48
Ocean,Species_5,37.77,33.67,4.97,27
Creek,Species_6,35.9,32.5,5.0,35
Creek,Species_6,31.6,30.0,4.17,35
Creek,Species_6,35.0,35.0,6.29,34
Creek,Species_6,33.4,31.1,4.0,2
Ocean,Species_5,27.0,23.0,2.0,27
Creek,Species_6,32.5,29.6,3.6,11
Ocean,Species_5,40.2,39.5,7.5,33
Creek,Species_5,39.4,39.0,6.95,16
Creek,Species_6,35.9,30.0,4.108,48
